siteID,date,year,month,mean_body_length,max_body_length,temp_mean,temp_sd,temp_match_type,do_mean,do_sd,do_max,do_min,do_match_type,NO3_mean,TN_mean,TP_mean,taxonID,collectDate,n_samples.x,count_per_bottle,n_nutrient_samples,NO3_sd,NH4_mean,NH4_sd,TDN_mean,TDN_sd,TN_sd,OrthoP_mean,OrthoP_sd,TDP_mean,TDP_sd,TP_sd,n_samples.y,afdm_mean,afdm_sd,afdm_min,afdm_max
BARC,2017-06-01,2017,6,0.9,1,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,ARCFLO,2017-06-28,2.9887920298879203,1920,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.1,0.1,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,ASCECA,2017-06-28,0.24906600249066,160,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.1,0.1,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,ASCECA,2017-06-28,0.4583333333333333,11,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.15,0.15,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,BEASP1,2017-06-28,0.4166666666666667,10,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.48,0.7,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CALSP1,2017-06-28,13.200498132004984,8480,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.39,0.45,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CALSP1,2017-06-28,0.7083333333333334,17,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.66,0.75,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CALSP1,2017-06-28,3.4166666666666665,82,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.15,0.15,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CONSP8,2017-06-28,0.24906600249066,160,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.18,0.18,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CONSP8,2017-06-28,0.25,6,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
BARC,2017-06-01,2017,6,0.14,0.15,30.298852081723346,1.1436165653125998,same_month_all_years,6.608949743090908,0.569664258309887,6.948842105263158,6.151631578947368,same_month_all_years,0.02300000000000001,0.8132375000000001,0.01607499999999998,CONSP8,2017-06-28,2.125,51,8,0.00815329322888552,0.09457142857142856,0.02314344502486713,0.1117875,0.01301739907091384,0.9289534889236022,0.01,0.01104536101718726,0.0053124999999999804,0.005309050000213,0.01526662247862185,NA,NA,NA,NA,NA
