siteID,date,mean_body_length,temp_mean_monthly,TN_mean,TP_mean,meanDO_avg,mean_count_per_liter
BARC,2017-10-01,0.35694444444444445,27.174624084877603,0.22656666666666667,0.03,6.387845271506389,3.815084348046677
BARC,2017-10-01,0.24675,27.174624084877603,0.22656666666666667,0.03,6.387845271506389,3.35
BARC,2017-10-01,0.2633333333333333,27.174624084877603,0.22656666666666667,0.03,6.387845271506389,5.158730158730158
BARC,2019-07-01,0.46979166666666666,31.77259669877512,0.2519,0.0344,5.195500413821365,6.786090621707061
BARC,2019-07-01,0.4125,31.77259669877512,0.2519,0.0344,5.195500413821365,2.3768645357686453
BARC,2019-07-01,0.475,31.77259669877512,0.2519,0.0344,5.195500413821365,13.520725849492973
BARC,2019-10-01,0.49625,27.42080335661556,0.2573,0.0328,5.954464837559916,3.1963470319634704
BARC,2019-10-01,0.4116071428571429,27.42080335661556,0.2573,0.0328,5.954464837559916,4.410714285714286
BARC,2020-02-01,0.5057692307692307,17.714569129008517,0.3557,0.012,8.602172635908847,10.824025289778714
BARC,2020-02-01,0.45865384615384613,17.714569129008517,0.3557,0.012,8.602172635908847,1.3846153846153846
BARC,2020-02-01,0.3625,17.714569129008517,0.3557,0.012,8.602172635908847,0.8371212121212122
BARC,2020-07-01,0.4475,31.456411290322592,0.2175,0.0111,6.082419826023735,11.364789446981227
BARC,2020-07-01,0.3761904761904762,31.456411290322592,0.2175,0.0111,6.082419826023735,2.1706349206349205
BARC,2020-07-01,0.28625,31.456411290322592,0.2175,0.0111,6.082419826023735,3.2083333333333335
BARC,2020-10-01,0.8887499999999999,27.017940379946808,0.2102,0.006,6.518821676665388,11.85458377239199
BARC,2020-10-01,0.5525,27.017940379946808,0.2102,0.006,6.518821676665388,10.666666666666666
BARC,2020-10-01,0.44134615384615383,27.017940379946808,0.2102,0.006,6.518821676665388,7.628205128205128
BARC,2021-07-01,0.525,30.275979641013382,0.9927,0.0065,6.575689518203862,3.6621004566210047
BARC,2021-07-01,0.3833333333333333,30.275979641013382,0.9927,0.0065,6.575689518203862,2.1064814814814814
BARC,2021-07-01,0.418125,30.275979641013382,0.9927,0.0065,6.575689518203862,1.86875
BARC,2022-07-01,0.6714285714285715,31.67432046323587,0.1997,0.009,NA,0.995740762058248
BARC,2022-07-01,0.5242857142857142,31.67432046323587,0.1997,0.009,NA,2.5714285714285716
BARC,2022-07-01,0.6833333333333333,31.67432046323587,0.1997,0.009,NA,12.916666666666668
BARC,2022-11-01,0.3986363636363636,22.10460031974779,0.2114,0.0107,7.823139334676793,0.2646326276463263
BARC,2022-11-01,0.40615384615384614,22.10460031974779,0.2114,0.0107,7.823139334676793,1.269230769230769
BARC,2022-11-01,0.30375,22.10460031974779,0.2114,0.0107,7.823139334676793,0.5972222222222222
BARC,2023-06-01,0.6166666666666667,29.023759765590963,0.2364,0.0093,7.520647614902387,1.507911224381438
BARC,2023-06-01,0.48142857142857143,29.023759765590963,0.2364,0.0093,7.520647614902387,2.25
BARC,2023-06-01,0.5375,29.023759765590963,0.2364,0.0093,7.520647614902387,2.84375
BARC,2023-11-01,0.32599999999999996,21.4979896616766,0.28500000000000003,0.0058,7.595401955762693,1.36986301369863
BARC,2023-11-01,0.238,21.4979896616766,0.28500000000000003,0.0058,7.595401955762693,3.972222222222222
BARC,2023-11-01,0.28625,21.4979896616766,0.28500000000000003,0.0058,7.595401955762693,2.6284722222222223
BARC,2024-02-01,0.309,16.94543905307984,0.28,0.0047,9.076548173597237,2.545143212951432
BARC,2024-02-01,0.3088461538461538,16.94543905307984,0.28,0.0047,9.076548173597237,5.02991452991453
BARC,2024-02-01,0.26249999999999996,16.94543905307984,0.28,0.0047,9.076548173597237,3.5902777777777777
BARC,2024-07-01,0.3683333333333333,31.697217861299283,0.36,0.0091,6.134297803572658,5.3816046966731905
BARC,2024-07-01,0.4015,31.697217861299283,0.36,0.0091,6.134297803572658,1.1444444444444444
BARC,2024-07-01,0.45666666666666667,31.697217861299283,0.36,0.0091,6.134297803572658,2.833333333333333
BARC,2024-10-01,0.45,25.98495731710167,0.29000000000000004,0.00735,6.718499114890484,4.251634495641346
BARC,2024-10-01,0.2728,25.98495731710167,0.29000000000000004,0.00735,6.718499114890484,3.25
BARC,2024-10-01,0.261875,25.98495731710167,0.29000000000000004,0.00735,6.718499114890484,0.3125
CRAM,2018-05-01,0.325,22.53991481208853,0.506525,0.086975,NA,0.8740011415525114
CRAM,2018-05-01,0.2826315789473684,22.53991481208853,0.506525,0.086975,NA,41.93958333333333
CRAM,2018-05-01,0.2540625,22.53991481208853,0.506525,0.086975,NA,6.828431372549019
CRAM,2018-07-01,0.29250000000000004,24.547423858433223,0.3197,0.034,NA,12.892982732378105
CRAM,2018-07-01,0.1895,24.547423858433223,0.3197,0.034,NA,38.6
CRAM,2018-07-01,0.16083333333333333,24.547423858433223,0.3197,0.034,NA,32.42129629629629
CRAM,2018-10-01,0.7946666666666666,12.8547931184669,0.456175,0.4809250000000001,NA,0.420882800608828
CRAM,2018-10-01,0.23058823529411765,12.8547931184669,0.456175,0.4809250000000001,NA,16.544117647058822
CRAM,2018-10-01,0.2661538461538462,12.8547931184669,0.456175,0.4809250000000001,NA,17.76282051282051
CRAM,2019-05-01,0.2838095238095238,11.37503258290688,0.33294999999999997,0.0655,NA,1.596192408977797
CRAM,2019-05-01,0.19316666666666668,11.37503258290688,0.33294999999999997,0.0655,NA,11.666666666666666
CRAM,2019-05-01,0.2292857142857143,11.37503258290688,0.33294999999999997,0.0655,NA,23.80952380952381
CRAM,2019-07-01,0.33571428571428574,24.92025460815172,0.341475,0.1322166666666665,NA,10.219369671424465
CRAM,2019-07-01,0.14305555555555555,24.92025460815172,0.341475,0.1322166666666665,NA,37.777777777777786
CRAM,2019-07-01,0.14431818181818182,24.92025460815172,0.341475,0.1322166666666665,NA,79.69696969696969
CRAM,2021-07-01,0.2763157894736842,24.714106570873888,0.2428,0.0177,7.206808052168543,1.2842465753424657
CRAM,2021-07-01,0.11979166666666666,24.714106570873888,0.2428,0.0177,7.206808052168543,19.93589743589744
CRAM,2021-07-01,0.13874999999999998,24.714106570873888,0.2428,0.0177,7.206808052168543,11.21590909090909
CRAM,2022-05-01,0.9594117647058824,14.22549963127944,0.37155,0.01315,8.749788117129725,0.8139686826229936
CRAM,2022-05-01,0.3253125,14.22549963127944,0.37155,0.01315,8.749788117129725,10.208333333333332
CRAM,2022-05-01,0.25384615384615383,14.22549963127944,0.37155,0.01315,8.749788117129725,2.625
CRAM,2022-07-01,0.88,23.69915315120408,0.31575,0.08435,8.385009554140126,0.4819532091734646
CRAM,2022-07-01,0.17583333333333334,23.69915315120408,0.31575,0.08435,8.385009554140126,2.861111111111111
CRAM,2022-07-01,0.23125,23.69915315120408,0.31575,0.08435,8.385009554140126,1.7708333333333337
CRAM,2022-09-01,0.8946666666666666,19.941142638846063,0.3503,0.0197,7.307727531897945,0.7730151716011194
CRAM,2022-09-01,0.20576923076923076,19.941142638846063,0.3503,0.0197,7.307727531897945,16.439102564102562
CRAM,2022-09-01,0.2222727272727273,19.941142638846063,0.3503,0.0197,7.307727531897945,33.86363636363636
CRAM,2023-05-01,0.7053846153846154,17.084404214244064,0.35735,0.0156,9.124123467210252,0.5485650529969628
CRAM,2023-05-01,0.267,17.084404214244064,0.35735,0.0156,9.124123467210252,2.6916666666666664
CRAM,2023-05-01,0.22923076923076924,17.084404214244064,0.35735,0.0156,9.124123467210252,1.8333333333333337
CRAM,2023-07-01,0.6108823529411764,23.28789153810192,0.35675,0.01515,7.573827864381507,0.34009574821064603
CRAM,2023-07-01,0.2611111111111111,23.28789153810192,0.35675,0.01515,7.573827864381507,8.680555555555555
CRAM,2023-07-01,0.16333333333333333,23.28789153810192,0.35675,0.01515,7.573827864381507,5.736111111111111
CRAM,2024-04-01,0.2673333333333333,5.802172361484314,0.255,0.00995,13.100943296385587,0.4995970991136181
CRAM,2024-04-01,0.24285714285714283,5.802172361484314,0.255,0.00995,13.100943296385587,63.392857142857146
CRAM,2024-04-01,0.243,5.802172361484314,0.255,0.00995,13.100943296385587,16.47083333333333
CRAM,2024-09-01,1.5475,20.896822123719456,0.42,0.0289,7.448538468744244,3.75280199252802
CRAM,2024-09-01,0.3813636363636364,20.896822123719456,0.42,0.0289,7.448538468744244,3.9090909090909087
CRAM,2024-09-01,0.3109375,20.896822123719456,0.42,0.0289,7.448538468744244,7.971354166666666
LIRO,2018-09-01,0.7475,20.022039373265496,0.316,0.008,NA,7.279843444227006
LIRO,2018-09-01,0.42272727272727273,20.022039373265496,0.316,0.008,NA,4.761363636363636
LIRO,2018-09-01,0.422,20.022039373265496,0.316,0.008,NA,8.025
LIRO,2019-05-01,0.2673076923076923,12.17571803349195,0.29855,0.136,NA,20.271338250790304
LIRO,2019-05-01,0.30454545454545456,12.17571803349195,0.29855,0.136,NA,34.090909090909086
LIRO,2019-05-01,0.36826923076923074,12.17571803349195,0.29855,0.136,NA,43.97435897435897
LIRO,2019-07-01,0.5208333333333334,25.57395638499562,0.27975,0.12440000000000016,NA,5.9908675799086755
LIRO,2019-07-01,0.5391666666666667,25.57395638499562,0.27975,0.12440000000000016,NA,4.1305555555555555
LIRO,2019-07-01,0.5651785714285714,25.57395638499562,0.27975,0.12440000000000016,NA,2.0863095238095237
LIRO,2020-06-01,0.23846153846153847,22.90596712320258,0.3076,0.0186,NA,51.04788666432502
LIRO,2020-06-01,0.18472222222222223,22.90596712320258,0.3076,0.0186,NA,277.037037037037
LIRO,2020-06-01,0.22083333333333333,22.90596712320258,0.3076,0.0186,NA,235.23809523809527
