siteID,taxonID,collectDate,year,month,date,mean_body_length,max_body_length,count_per_liter,count_per_bottle,temp_match_type,temp_mean,temp_sd,do_match_type,do_mean,do_sd,do_max,do_min,n_nutrient_samples,NO3_mean,NO3_sd,NH4_mean,NH4_sd,TDN_mean,TDN_sd,TN_mean,TN_sd,OrthoP_mean,OrthoP_sd,TDP_mean,TDP_sd,TP_mean,TP_sd,n_samples,afdm_mean,afdm_sd,afdm_min,afdm_max
BARC,ACRHAR,2014-07-02,2014,7,2014-07-01,0.375,0.375,0.14079147640791476,74,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,ACRHAR,2014-07-02,2014,7,2014-07-01,0.556,0.575,2.2083333333333335,53,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2014-07-02,2014,7,2014-07-01,0.565,0.85,10.21422325852521,7009,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2014-07-02,2014,7,2014-07-01,0.725,0.875,30.412861491628615,15985,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2014-07-02,2014,7,2014-07-01,0.875,0.875,0.375,9,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CHYSPH,2014-07-02,2014,7,2014-07-01,0.25,0.275,1.4583333333333333,35,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CYCSP,2014-07-02,2014,7,2014-07-01,0.388,0.425,0.3191489361702127,219,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CYCSP,2014-07-02,2014,7,2014-07-01,0.4,0.425,0.2834855403348554,149,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CYCSP,2014-07-02,2014,7,2014-07-01,0.5,0.575,8.041666666666666,193,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,DIPPRO,2014-07-02,2014,7,2014-07-01,0.188,0.188,0.04517633343048673,31,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,GASSTY,2014-07-02,2014,7,2014-07-01,0.062,0.062,0.14079147640791476,74,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,HESAUG,2014-07-02,2014,7,2014-07-01,1.021,1.075,1.276595744680851,876,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,HESAUG,2014-07-02,2014,7,2014-07-01,1.005,1.075,4.101978691019787,2156,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LATOCC1,2014-07-02,2014,7,2014-07-01,0.55,0.55,0.375,9,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECINE,2014-07-02,2014,7,2014-07-01,0.125,0.125,0.18216263480034975,125,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECINE,2014-07-02,2014,7,2014-07-01,0.125,0.125,0.375,9,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECLEO,2014-07-02,2014,7,2014-07-01,0.175,0.175,0.375,9,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECMIR,2014-07-02,2014,7,2014-07-01,0.112,0.112,0.04517633343048673,31,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECMIR,2014-07-02,2014,7,2014-07-01,0.112,0.112,0.5650684931506849,297,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LECMIR,2014-07-02,2014,7,2014-07-01,0.112,0.112,0.375,9,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LEPSP32,2014-07-02,2014,7,2014-07-01,0.062,0.062,0.04517633343048673,31,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,LEPSP32,2014-07-02,2014,7,2014-07-01,0.062,0.062,1.4583333333333333,35,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,MACSP4,2014-07-02,2014,7,2014-07-01,0.362,0.375,1.4583333333333333,35,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,MONBUL,2014-07-02,2014,7,2014-07-01,0.112,0.112,0.09180996793937626,63,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,MONBUL,2014-07-02,2014,7,2014-07-01,0.112,0.112,0.14079147640791476,74,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,MONBUL,2014-07-02,2014,7,2014-07-01,0.112,0.112,34.083333333333336,818,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,OXYSP3,2014-07-02,2014,7,2014-07-01,0.3,0.3,0.75,18,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,PTYBRA,2014-07-02,2014,7,2014-07-01,0.188,0.188,36.625,879,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,ROTSP,2014-07-02,2014,7,2014-07-01,0.196,0.212,0.136986301369863,94,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,ROTSP,2014-07-02,2014,7,2014-07-01,0.175,0.188,0.5650684931506849,297,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,ROTSP,2014-07-02,2014,7,2014-07-01,0.308,0.375,10.625,255,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,SKIMIS,2014-07-02,2014,7,2014-07-01,0.879,1,1.6409210142815505,1126,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,SKIMIS,2014-07-02,2014,7,2014-07-01,0.902,1,1.4136225266362252,743,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,TRISIM,2014-07-02,2014,7,2014-07-01,0.125,0.125,0.273972602739726,188,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,TRISIM,2014-07-02,2014,7,2014-07-01,0.125,0.125,0.4242770167427702,223,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,TROPRA1,2014-07-02,2014,7,2014-07-01,0.396,0.412,3.6666666666666665,88,same_month_all_years,31.50325934463865,0.8751054115709092,same_month_all_years,6.16904385136456,0.6886130301330343,6.554878048780488,5.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,ALOSP1,2015-02-18,2015,2,2015-02-01,NA,NA,0.01095890410958904,6,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,BDESP,2015-02-18,2015,2,2015-02-01,0.188,0.188,0.2082191780821918,114,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,BDESP,2015-02-18,2015,2,2015-02-01,0.186,0.188,0.3409436834094368,112,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2015-02-18,2015,2,2015-02-01,0.602,0.9,0.7506849315068493,411,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2015-02-18,2015,2,2015-02-01,0.88,1.075,0.4079147640791476,134,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CALSP1,2015-02-18,2015,2,2015-02-01,0.492,0.55,0.375,9,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BARC,CHYSPH,2015-02-18,2015,2,2015-02-01,0.225,0.225,0.04166666666666666,1,same_month_all_years,18.2014125462164,2.1036234541226673,same_month_all_years,9.080414124626131,0.463992875473107,9.20965317919075,8.881965317919075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
